millet , milk , 3 , 2 , 3
pie , [>] , 3 , 0 , 3
elk , [>] , 3 , 0 , 3
poi , [>] , 3 , 0 , 3
fat , [>] , 3 , 0 , 3
tea , [>] , 3 , 0 , 3
owl , [>] , 3 , 0 , 3
grapes , glass , 3 , 1 , 3
guavas , glass , 3 , 1 , 3
oats , glass , 3 , 1 , 3
oats , water , 3 , 1 , 3
okra , gonna , 3 , 1 , 3
gourd , gonna , 3 , 0 , 3
jute , water , 3 , 1 , 3
pears , glass , 3 , 0 , 3
pears , we're , 3 , 0 , 3
capers , water , 3 , 1 , 3
gravy , glass , 3 , 0 , 3
kale , water , 3 , 1 , 3
goose , glass , 3 , 0 , 3
goose , gonna , 3 , 0 , 3
gums , glass , 3 , 1 , 3
peas , glass , 3 , 1 , 3
pace , water , 3 , 1 , 3
jams , glass , 3 , 1 , 3
honey , gonna , 3 , 0 , 3
butter , water , 3 , 1 , 3
plums , glass , 3 , 0 , 3
dates , water , 2 , 0 , 3
stew , water , 3 , 1 , 3
lard , glass , 3 , 1 , 3
beans , glass , 3 , 0 , 3
lamb , glass , 3 , 1 , 3
natto , water , 3 , 0 , 3
bear , we're , 3 , 1 , 3
pate , water , 2 , 1 , 3
corn , gonna , 3 , 1 , 3
whey , water , 3 , 1 , 3
water , water , 0 , 0 , 3
cress , glass , 3 , 0 , 3
fat , water , 3 , 2 , 3
tea , water , 3 , 2 , 3
flan , glass , 3 , 1 , 3
goat , glass , 3 , 1 , 3
goat , gonna , 3 , 1 , 3
cocoa , gonna , 3 , 0 , 3
whale , water , 3 , 0 , 3
whale , we're , 3 , 0 , 3
cake , water , 3 , 1 , 3
kfc , xxx , 3 , 0 , 3
ham , xxx , 3 , 0 , 3
emu , xxx , 3 , 0 , 3
egg , xxx , 3 , 0 , 3
yam , xxx , 3 , 0 , 3
dip , xxx , 3 , 0 , 3
oil , xxx , 3 , 0 , 3
pie , xxx , 3 , 0 , 3
elk , xxx , 3 , 0 , 3
poi , xxx , 3 , 0 , 3
fat , xxx , 3 , 0 , 3
tea , xxx , 3 , 0 , 3
owl , xxx , 3 , 0 , 3
yogurt , hour , 3 , 2 , 3
ham , hour , 3 , 1 , 3
okra , hour , 3 , 0 , 3
dove , hour , 3 , 0 , 3
gourd , hour , 2 , 1 , 3
dock , hour , 3 , 0 , 3
emu , hour , 3 , 1 , 3
tofu , hour , 3 , 0 , 3
honey , hour , 3 , 1 , 3
soup , hour , 2 , 0 , 3
oil , hour , 3 , 1 , 3
bear , hour , 3 , 0 , 3
corn , hour , 3 , 0 , 3
pork , hour , 3 , 0 , 3
poi , hour , 3 , 1 , 3
goat , hour , 3 , 0 , 3
owl , hour , 3 , 1 , 3
oats , half , 3 , 0 , 3
yogurt , hour , 3 , 2 , 3
chili , half , 3 , 1 , 3
ham , half , 2 , 1 , 3
ham , hour , 3 , 1 , 3
okra , hour , 3 , 0 , 3
dove , hour , 3 , 0 , 3
salt , half , 2 , 0 , 3
gourd , hour , 2 , 1 , 3
veal , half , 3 , 0 , 3
taro , half , 3 , 0 , 3
dock , hour , 3 , 0 , 3
emu , hour , 3 , 1 , 3
kale , half , 2 , 0 , 3
pace , half , 3 , 0 , 3
tofu , hour , 3 , 0 , 3
yam , half , 3 , 1 , 3
jams , half , 3 , 0 , 3
honey , hour , 3 , 1 , 3
milk , half , 3 , 0 , 3
soup , hour , 2 , 0 , 3
shake , half , 3 , 1 , 3
seal , half , 3 , 0 , 3
oil , half , 3 , 1 , 3
oil , hour , 3 , 1 , 3
teff , half , 3 , 0 , 3
chard , half , 3 , 1 , 3
lard , half , 3 , 0 , 3
lamb , half , 3 , 0 , 3
bear , hour , 3 , 0 , 3
pate , half , 3 , 0 , 3
beef , half , 3 , 0 , 3
elk , half , 3 , 1 , 3
corn , hour , 3 , 0 , 3
pork , hour , 3 , 0 , 3
poi , hour , 3 , 1 , 3
fat , half , 3 , 1 , 3
goat , hour , 3 , 0 , 3
whale , half , 2 , 1 , 3
owl , half , 3 , 1 , 3
owl , hour , 3 , 1 , 3
cake , half , 3 , 0 , 3
kfc , up , 3 , 1 , 3
kfc , heck , 3 , 1 , 3
ham , up , 3 , 1 , 3
ham , heck , 3 , 1 , 3
jute , up , 3 , 2 , 3
veal , heck , 3 , 0 , 3
rice , heck , 3 , 0 , 3
dock , heck , 2 , 0 , 3
nuts , up , 3 , 2 , 3
emu , up , 3 , 1 , 3
emu , heck , 3 , 1 , 3
snack , heck , 3 , 1 , 3
wheat , heck , 3 , 1 , 3
gums , up , 3 , 2 , 3
peas , heck , 3 , 0 , 3
egg , up , 3 , 1 , 3
egg , heck , 3 , 1 , 3
miso , *sis: , 3 , 1 , 3
pace , heck , 3 , 0 , 3
tofu , stuff , 3 , 1 , 3
leeks , heck , 3 , 1 , 3
yam , up , 3 , 1 , 3
milk , heck , 3 , 0 , 3
dip , up , 2 , 1 , 3
soup , up , 2 , 2 , 3
soup , stuff , 3 , 1 , 3
squab , stuff , 3 , 0 , 3
seal , heck , 3 , 0 , 3
oil , up , 3 , 1 , 3
teff , heck , 3 , 0 , 3
teff , stuff , 2 , 1 , 3
fish , *sis: , 3 , 1 , 3
stew , stuff , 3 , 1 , 3
bear , heck , 3 , 0 , 3
pie , up , 3 , 1 , 3
mush , up , 3 , 2 , 3
beef , heck , 3 , 0 , 3
elk , up , 3 , 1 , 3
elk , heck , 2 , 1 , 3
whey , heck , 3 , 0 , 3
pork , heck , 3 , 0 , 3
poi , up , 3 , 1 , 3
sauce , stuff , 3 , 0 , 3
schiff , stuff , 3 , 1 , 3
fat , up , 3 , 1 , 3
tea , up , 3 , 1 , 3
tea , heck , 3 , 1 , 3
heinz , heck , 3 , 1 , 3
syrup , up , 3 , 3 , 3
duck , up , 3 , 2 , 3
duck , heck , 2 , 0 , 3
owl , up , 3 , 1 , 3
oats , that's , 3 , 2 , 3
cookie , coffee , 3 , 0 , 3
shake , mistake , 3 , 2 , 3
dates , that's , 3 , 1 , 3
waffle , coffee , 3 , 0 , 3
van's , that's , 3 , 1 , 3
mustard , mistake , 3 , 0 , 3
smelt , shoot , 3 , 0 , 3
salt , shoot , 3 , 1 , 3
wheat , shoot , 3 , 0 , 3
soup , shoot , 3 , 1 , 3
shake , shoot , 3 , 0 , 3
sapote , shoot , 3 , 1 , 3
spelt , shoot , 3 , 0 , 3
goat , shoot , 3 , 1 , 3
kfc , mix , 3 , 0 , 3
ham , mix , 3 , 0 , 3
figs , mix , 3 , 1 , 3
rice , mix , 3 , 1 , 3
emu , mix , 3 , 0 , 3
cookie , coffee , 3 , 0 , 3
egg , mix , 3 , 0 , 3
miso , *sis: , 3 , 1 , 3
miso , mix , 2 , 1 , 3
yam , mix , 3 , 0 , 3
milk , mix , 2 , 1 , 3
dip , mix , 2 , 0 , 3
oil , mix , 2 , 0 , 3
fish , *sis: , 3 , 1 , 3
fish , mix , 3 , 1 , 3
pie , mix , 2 , 0 , 3
mush , mix , 3 , 1 , 3
waffle , coffee , 3 , 0 , 3
elk , mix , 3 , 0 , 3
poi , mix , 3 , 0 , 3
fat , mix , 3 , 0 , 3
tea , mix , 3 , 0 , 3
owl , mix , 3 , 0 , 3
chili , hold , 3 , 1 , 3
ham , hold , 3 , 1 , 3
dove , hold , 3 , 0 , 3
salt , hold , 3 , 0 , 3
gourd , hold , 3 , 1 , 3
dock , hold , 3 , 0 , 3
kale , hold , 3 , 0 , 3
miso , *sis: , 3 , 1 , 3
tofu , hold , 3 , 0 , 3
honey , hold , 3 , 1 , 3
milk , hold , 3 , 0 , 3
soup , hold , 3 , 0 , 3
rolls , hold , 3 , 1 , 3
oil , hold , 3 , 1 , 3
fish , *sis: , 3 , 1 , 3
chard , hold , 3 , 1 , 3
lard , hold , 3 , 0 , 3
elk , hold , 3 , 1 , 3
corn , hold , 3 , 0 , 3
pork , hold , 3 , 0 , 3
poi , hold , 3 , 1 , 3
goat , hold , 3 , 0 , 3
whale , hold , 3 , 1 , 3
owl , hold , 3 , 1 , 3
kfc , jug , 3 , 0 , 3
ham , jug , 3 , 0 , 3
jute , jug , 2 , 1 , 3
figs , jug , 3 , 1 , 3
nance , punch , 3 , 0 , 3
nuts , jug , 3 , 1 , 3
emu , jug , 3 , 0 , 3
prunes , punch , 3 , 1 , 3
gums , jug , 3 , 1 , 3
egg , jug , 2 , 0 , 3
juice , punch , 3 , 0 , 3
juice , jug , 3 , 2 , 3
pace , punch , 3 , 1 , 3
yam , jug , 3 , 0 , 3
jams , jug , 3 , 1 , 3
fungi , punch , 3 , 0 , 3
fungi , jug , 3 , 2 , 3
spinach , punch , 3 , 2 , 3
sugar , jug , 3 , 2 , 3
dip , jug , 3 , 0 , 3
soup , jug , 3 , 1 , 3
oil , jug , 3 , 0 , 3
pie , jug , 3 , 0 , 3
kraft , fruit , 3 , 0 , 3
mush , punch , 3 , 1 , 3
mush , jug , 3 , 1 , 3
elk , jug , 3 , 0 , 3
poi , jug , 3 , 0 , 3
fat , fruit , 3 , 2 , 3
fat , jug , 3 , 0 , 3
tea , jug , 3 , 0 , 3
eggs , jug , 3 , 1 , 3
duck , punch , 3 , 1 , 3
duck , jug , 3 , 1 , 3
owl , jug , 3 , 0 , 3
millet , milk , 3 , 2 , 3
chili , milk , 3 , 1 , 3
smelt , milk , 3 , 1 , 3
salt , milk , 3 , 0 , 3
figs , milk , 3 , 0 , 3
rice , milk , 3 , 0 , 3
dock , milk , 3 , 0 , 3
kale , milk , 3 , 0 , 3
miso , milk , 2 , 0 , 3
soymilk , milk , 3 , 3 , 3
milk , milk , 0 , 0 , 3
dip , milk , 3 , 1 , 3
oil , milk , 2 , 1 , 3
fish , milk , 3 , 0 , 3
pie , milk , 3 , 1 , 3
mush , milk , 3 , 0 , 3
elk , milk , 2 , 1 , 3
melon , milk , 3 , 1 , 3
pork , milk , 3 , 0 , 3
duck , milk , 3 , 0 , 3
owl , milk , 3 , 1 , 3
millet , milk , 3 , 2 , 3
chili , milk , 3 , 1 , 3
smelt , milk , 3 , 1 , 3
salt , milk , 3 , 0 , 3
figs , milk , 3 , 0 , 3
rice , milk , 3 , 0 , 3
dock , milk , 3 , 0 , 3
kale , milk , 3 , 0 , 3
miso , milk , 2 , 0 , 3
soymilk , milk , 3 , 3 , 3
milk , milk , 0 , 0 , 3
dip , milk , 3 , 1 , 3
oil , milk , 2 , 1 , 3
fish , milk , 3 , 0 , 3
pie , milk , 3 , 1 , 3
mush , milk , 3 , 0 , 3
elk , milk , 2 , 1 , 3
melon , milk , 3 , 1 , 3
pork , milk , 3 , 0 , 3
duck , milk , 3 , 0 , 3
owl , milk , 3 , 1 , 3
oats , plate , 3 , 1 , 3
jute , plate , 3 , 1 , 3
veal , ready , 3 , 1 , 3
cream , ready , 3 , 0 , 3
pears , plate , 3 , 0 , 3
pears , ready , 3 , 0 , 3
agave , plate , 3 , 0 , 3
bread , ready , 2 , 0 , 3
gravy , ready , 3 , 0 , 3
kale , plate , 3 , 1 , 3
peas , plate , 3 , 1 , 3
peas , ready , 3 , 1 , 3
pace , plate , 2 , 1 , 3
seeds , ready , 3 , 0 , 3
shake , plate , 3 , 0 , 3
plums , plate , 3 , 0 , 3
seal , ready , 3 , 1 , 3
dates , plate , 3 , 0 , 3
lard , plate , 3 , 1 , 3
beans , ready , 3 , 0 , 3
lamb , plate , 3 , 1 , 3
bear , ready , 3 , 1 , 3
pie , plate , 3 , 2 , 3
pate , plate , 1 , 1 , 3
water , plate , 3 , 0 , 3
fat , plate , 3 , 2 , 3
tea , ready , 3 , 2 , 3
flan , plate , 3 , 1 , 3
goat , plate , 3 , 1 , 3
whale , plate , 3 , 0 , 3
pasta , plate , 3 , 0 , 3
cake , plate , 3 , 1 , 3
kfc , okay , 3 , 1 , 3
oats , okay , 3 , 0 , 3
ham , okay , 3 , 1 , 3
okra , okay , 2 , 0 , 3
wocas , okay , 3 , 1 , 3
veal , okay , 3 , 0 , 3
okara , okay , 2 , 1 , 3
gravy , okay , 3 , 1 , 3
kale , okay , 3 , 0 , 3
peas , okay , 3 , 0 , 3
yam , okay , 3 , 1 , 3
honey , okay , 3 , 1 , 3
seal , okay , 3 , 0 , 3
oil , okay , 3 , 1 , 3
bear , okay , 3 , 0 , 3
rowal , okay , 3 , 1 , 3
whey , okay , 3 , 0 , 3
fat , okay , 3 , 1 , 3
tea , okay , 3 , 1 , 3
yokan , okay , 2 , 1 , 3
flan , okay , 3 , 0 , 3
goat , okay , 3 , 0 , 3
owl , okay , 3 , 1 , 3
chili , *chi: , 3 , 0 , 3
schar , *chi: , 3 , 0 , 3
schiff , *chi: , 3 , 1 , 3
thyme , bye , 3 , 2 , 3
kfc , bye , 3 , 0 , 3
ham , bye , 3 , 0 , 3
dove , bye , 3 , 1 , 3
jute , bye , 3 , 1 , 3
rice , bye , 3 , 1 , 3
bread , bye , 3 , 2 , 3
emu , bye , 3 , 0 , 3
kale , bye , 3 , 1 , 3
egg , bye , 3 , 0 , 3
pace , bye , 3 , 1 , 3
yam , bye , 3 , 0 , 3
dip , bye , 3 , 0 , 3
oil , bye , 3 , 0 , 3
stew , bye , 3 , 1 , 3
beets , bye , 3 , 2 , 3
bear , bye , 3 , 1 , 3
pie , bye , 2 , 0 , 3
pate , bye , 3 , 1 , 3
beef , bye , 2 , 1 , 3
elk , bye , 3 , 0 , 3
whey , bye , 3 , 1 , 3
poi , bye , 3 , 0 , 3
fat , bye , 3 , 0 , 3
tea , bye , 3 , 0 , 3
owl , bye , 3 , 0 , 3
cake , bye , 3 , 1 , 3
kfc , [>] , 3 , 0 , 3
ham , [>] , 3 , 0 , 3
emu , [>] , 3 , 0 , 3
egg , [>] , 3 , 0 , 3
yam , [>] , 3 , 0 , 3
dip , [>] , 3 , 0 , 3
oil , [>] , 3 , 0 , 3
pie , [>] , 3 , 0 , 3
elk , [>] , 3 , 0 , 3
poi , [>] , 3 , 0 , 3
fat , [>] , 3 , 0 , 3
tea , [>] , 3 , 0 , 3
owl , [>] , 3 , 0 , 3
kfc , [>] , 3 , 0 , 3
ham , [>] , 3 , 0 , 3
emu , [>] , 3 , 0 , 3
egg , [>] , 3 , 0 , 3
yam , [>] , 3 , 0 , 3
dip , [>] , 3 , 0 , 3
oil , [>] , 3 , 0 , 3
pie , [>] , 3 , 0 , 3
elk , [>] , 3 , 0 , 3
poi , [>] , 3 , 0 , 3
fat , [>] , 3 , 0 , 3
tea , [>] , 3 , 0 , 3
owl , [>] , 3 , 0 , 3
thyme , that> , 3 , 0 , 3
kfc , [<] , 3 , 0 , 3
oats , that> , 3 , 1 , 3
ham , that> , 3 , 2 , 3
ham , [<] , 3 , 0 , 3
taro , that> , 3 , 1 , 3
emu , [<] , 3 , 0 , 3
wheat , that> , 3 , 0 , 3
egg , [<] , 3 , 0 , 3
yam , [<] , 3 , 0 , 3
dip , [<] , 3 , 0 , 3
shake , that> , 3 , 0 , 3
oil , [<] , 3 , 0 , 3
chard , that> , 3 , 0 , 3
pie , [<] , 3 , 0 , 3
pate , that> , 3 , 1 , 3
elk , [<] , 3 , 0 , 3
poi , [<] , 3 , 0 , 3
fat , that> , 3 , 2 , 3
fat , [<] , 3 , 0 , 3
tea , that> , 3 , 2 , 3
tea , [<] , 3 , 0 , 3
goat , that> , 3 , 1 , 3
whale , that> , 3 , 0 , 3
owl , [<] , 3 , 0 , 3
oats , *fat: , 3 , 1 , 3
oats , what's , 3 , 2 , 3
wheat , what's , 3 , 1 , 3
dates , what's , 3 , 1 , 3
pate , *fat: , 3 , 1 , 3
water , what's , 3 , 1 , 3
van's , what's , 3 , 1 , 3
fat , *fat: , 2 , 2 , 3
goat , *fat: , 3 , 1 , 3
whale , what's , 3 , 1 , 3
chili , shirt , 3 , 0 , 3
smelt , shirt , 3 , 0 , 3
salt , shirt , 3 , 1 , 3
sherbet , shirt , 3 , 2 , 3
spaghetti , spaghetti , 0 , 0 , 3
wheat , shirt , 3 , 0 , 3
shake , shirt , 3 , 0 , 3
spaghettios , spaghetti , 2 , 2 , 3
chard , shirt , 3 , 0 , 3
spelt , shirt , 3 , 0 , 3
schar , shirt , 3 , 0 , 3
schiff , shirt , 3 , 1 , 3
kfc , zzz , 3 , 0 , 3
ham , zzz , 3 , 0 , 3
pizza , zzz , 3 , 2 , 3
emu , zzz , 3 , 0 , 3
egg , zzz , 3 , 0 , 3
yam , zzz , 3 , 0 , 3
dip , zzz , 3 , 0 , 3
oil , zzz , 3 , 0 , 3
pie , zzz , 3 , 0 , 3
elk , zzz , 3 , 0 , 3
poi , zzz , 3 , 0 , 3
fat , zzz , 3 , 0 , 3
tea , zzz , 3 , 0 , 3
owl , zzz , 3 , 0 , 3
bacon , button , 3 , 1 , 3
thyme , try , 3 , 2 , 3
kfc , try , 3 , 0 , 3
ham , try , 3 , 0 , 3
okra , try , 3 , 1 , 3
mutton , button , 1 , 0 , 3
taro , try , 2 , 1 , 3
gravy , try , 3 , 2 , 3
emu , try , 3 , 0 , 3
egg , try , 3 , 0 , 3
tofu , try , 3 , 1 , 3
austin , button , 3 , 0 , 3
yam , try , 3 , 0 , 3
butter , button , 2 , 0 , 3
dip , try , 3 , 0 , 3
pastry , try , 3 , 3 , 3
oil , try , 3 , 0 , 3
teff , try , 3 , 1 , 3
stew , try , 3 , 1 , 3
lard , try , 3 , 1 , 3
chiton , button , 3 , 0 , 3
natto , button , 3 , 1 , 3
pie , try , 3 , 0 , 3
elk , try , 3 , 0 , 3
corn , try , 3 , 1 , 3
whey , try , 3 , 1 , 3
pork , try , 3 , 1 , 3
bison , button , 3 , 1 , 3
poi , try , 3 , 0 , 3
turkey , try , 3 , 3 , 3
fat , try , 3 , 0 , 3
tea , try , 2 , 0 , 3
owl , try , 3 , 0 , 3
kfc , zzz , 3 , 0 , 3
ham , zzz , 3 , 0 , 3
pizza , zzz , 3 , 2 , 3
emu , zzz , 3 , 0 , 3
egg , zzz , 3 , 0 , 3
yam , zzz , 3 , 0 , 3
dip , zzz , 3 , 0 , 3
oil , zzz , 3 , 0 , 3
pie , zzz , 3 , 0 , 3
elk , zzz , 3 , 0 , 3
poi , zzz , 3 , 0 , 3
fat , zzz , 3 , 0 , 3
tea , zzz , 3 , 0 , 3
owl , zzz , 3 , 0 , 3
thyme , table , 3 , 0 , 3
dove , fool , 3 , 0 , 3
turtle , table , 3 , 1 , 3
salt , table , 3 , 1 , 3
veal , fool , 3 , 0 , 3
figs , fool , 3 , 0 , 3
taro , table , 3 , 1 , 3
nance , table , 3 , 0 , 3
dock , fool , 3 , 0 , 3
kale , table , 2 , 1 , 3
goose , fool , 3 , 1 , 3
pace , table , 3 , 1 , 3
tofu , fool , 3 , 0 , 3
soup , fool , 3 , 0 , 3
rolls , fool , 3 , 1 , 3
seal , fool , 3 , 0 , 3
oil , fool , 2 , 1 , 3
fish , fool , 3 , 0 , 3
tamales , table , 3 , 2 , 3
barley , table , 3 , 1 , 3
pate , table , 3 , 1 , 3
waffle , table , 3 , 1 , 3
rowal , fool , 3 , 1 , 3
moose , fool , 3 , 1 , 3
corn , fool , 3 , 0 , 3
pork , fool , 3 , 0 , 3
poi , fool , 3 , 1 , 3
sauce , table , 3 , 0 , 3
fat , fool , 3 , 1 , 3
flan , fool , 3 , 0 , 3
goat , fool , 3 , 0 , 3
cocoa , fool , 3 , 1 , 3
whale , table , 3 , 0 , 3
owl , fool , 2 , 1 , 3
cake , table , 3 , 1 , 3
kfc , zzz , 3 , 0 , 3
ham , zzz , 3 , 0 , 3
pizza , zzz , 3 , 2 , 3
emu , zzz , 3 , 0 , 3
egg , zzz , 3 , 0 , 3
yam , zzz , 3 , 0 , 3
dip , zzz , 3 , 0 , 3
oil , zzz , 3 , 0 , 3
pie , zzz , 3 , 0 , 3
elk , zzz , 3 , 0 , 3
poi , zzz , 3 , 0 , 3
fat , zzz , 3 , 0 , 3
tea , zzz , 3 , 0 , 3
owl , zzz , 3 , 0 , 3
kfc , hey , 3 , 0 , 3
oats , *fat: , 3 , 1 , 3
ham , hey , 2 , 0 , 3
veal , hey , 3 , 1 , 3
emu , hey , 3 , 0 , 3
wheat , hey , 3 , 2 , 3
peas , hey , 3 , 1 , 3
egg , hey , 3 , 0 , 3
yam , hey , 3 , 0 , 3
honey , hey , 2 , 2 , 3
dip , hey , 3 , 0 , 3
seal , hey , 3 , 1 , 3
oil , hey , 3 , 0 , 3
teff , hey , 3 , 1 , 3
stew , hey , 3 , 1 , 3
bear , hey , 3 , 1 , 3
pie , hey , 3 , 0 , 3
pate , *fat: , 3 , 1 , 3
beef , hey , 3 , 1 , 3
elk , hey , 3 , 0 , 3
whey , hey , 1 , 1 , 3
poi , hey , 3 , 0 , 3
fat , *fat: , 2 , 2 , 3
fat , hey , 3 , 0 , 3
tea , hey , 2 , 0 , 3
goat , *fat: , 3 , 1 , 3
heinz , hey , 3 , 2 , 3
owl , hey , 3 , 0 , 3
kfc , zzz , 3 , 0 , 3
ham , zzz , 3 , 0 , 3
pizza , zzz , 3 , 2 , 3
emu , zzz , 3 , 0 , 3
egg , zzz , 3 , 0 , 3
yam , zzz , 3 , 0 , 3
dip , zzz , 3 , 0 , 3
oil , zzz , 3 , 0 , 3
pie , zzz , 3 , 0 , 3
elk , zzz , 3 , 0 , 3
poi , zzz , 3 , 0 , 3
fat , zzz , 3 , 0 , 3
tea , zzz , 3 , 0 , 3
owl , zzz , 3 , 0 , 3
kfc , zzz , 3 , 0 , 3
ham , zzz , 3 , 0 , 3
pizza , zzz , 3 , 2 , 3
emu , zzz , 3 , 0 , 3
egg , zzz , 3 , 0 , 3
yam , zzz , 3 , 0 , 3
dip , zzz , 3 , 0 , 3
oil , zzz , 3 , 0 , 3
pie , zzz , 3 , 0 , 3
elk , zzz , 3 , 0 , 3
poi , zzz , 3 , 0 , 3
fat , zzz , 3 , 0 , 3
tea , zzz , 3 , 0 , 3
owl , zzz , 3 , 0 , 3
okra , soda , 3 , 0 , 3
wocas , soda , 3 , 1 , 3
dove , soda , 3 , 0 , 3
salt , soda , 3 , 0 , 3
dock , soda , 3 , 0 , 3
miso , *sis: , 3 , 1 , 3
tofu , soda , 3 , 0 , 3
seeds , soda , 3 , 1 , 3
sugar , soda , 3 , 1 , 3
soup , soda , 2 , 0 , 3
squab , soda , 3 , 1 , 3
seal , soda , 3 , 0 , 3
oil , soda , 3 , 1 , 3
fish , *sis: , 3 , 1 , 3
stew , soda , 3 , 0 , 3
schar , soda , 3 , 1 , 3
rowal , soda , 3 , 1 , 3
corn , soda , 3 , 0 , 3
pork , soda , 3 , 0 , 3
poi , soda , 3 , 1 , 3
tea , soda , 3 , 1 , 3
yokan , soda , 3 , 1 , 3
goat , soda , 3 , 0 , 3
cocoa , soda , 3 , 1 , 3
owl , soda , 3 , 1 , 3
kfc , yes , 3 , 0 , 3
oats , yes , 3 , 1 , 3
ham , yes , 3 , 0 , 3
veal , yes , 3 , 1 , 3
pears , yes , 3 , 2 , 3
figs , yes , 3 , 1 , 3
nuts , yes , 3 , 1 , 3
emu , yes , 3 , 0 , 3
gums , yes , 3 , 1 , 3
peas , yes , 2 , 1 , 3
egg , yes , 3 , 0 , 3
miso , yes , 3 , 1 , 3
leeks , yes , 3 , 2 , 3
seeds , yes , 3 , 2 , 3
yam , yes , 2 , 0 , 3
jams , yes , 3 , 1 , 3
limes , yes , 3 , 2 , 3
dip , yes , 3 , 0 , 3
seal , yes , 3 , 1 , 3
dates , yes , 3 , 2 , 3
oil , yes , 3 , 0 , 3
teff , yes , 3 , 1 , 3
fish , yes , 3 , 1 , 3
stew , yes , 3 , 1 , 3
beans , yes , 3 , 2 , 3
beets , yes , 3 , 2 , 3
bear , yes , 3 , 1 , 3
pie , yes , 3 , 0 , 3
mush , yes , 3 , 1 , 3
beef , yes , 3 , 1 , 3
elk , yes , 3 , 0 , 3
whey , yes , 3 , 1 , 3
poi , yes , 3 , 0 , 3
cress , yes , 3 , 2 , 3
fat , yes , 3 , 0 , 3
tea , yes , 2 , 0 , 3
eggs , yes , 3 , 1 , 3
owl , yes , 3 , 0 , 3
pears , peaches , 3 , 2 , 3
peas , peaches , 3 , 3 , 3
peanuts , peaches , 3 , 0 , 3
pace , peaches , 3 , 3 , 3
peaches , peaches , 0 , 0 , 3
kfc , arm , 3 , 0 , 3
oats , arm , 3 , 1 , 3
ham , arm , 2 , 0 , 3
okra , arm , 3 , 1 , 3
dove , look , 3 , 0 , 3
salt , arm , 3 , 1 , 3
cream , arm , 3 , 2 , 3
pears , arm , 3 , 2 , 3
taro , arm , 2 , 1 , 3
dock , look , 2 , 0 , 3
okara , arm , 3 , 2 , 3
emu , arm , 3 , 0 , 3
kale , arm , 3 , 1 , 3
goose , look , 3 , 1 , 3
gums , arm , 3 , 1 , 3
cookie , look , 3 , 2 , 3
egg , arm , 3 , 0 , 3
pace , arm , 3 , 1 , 3
tofu , look , 3 , 0 , 3
leeks , look , 3 , 1 , 3
yam , arm , 2 , 0 , 3
jams , arm , 3 , 1 , 3
milk , look , 3 , 0 , 3
dip , arm , 3 , 0 , 3
soup , look , 3 , 0 , 3
oil , look , 3 , 1 , 3
oil , arm , 3 , 0 , 3
chard , arm , 3 , 2 , 3
lard , look , 3 , 0 , 3
lard , arm , 2 , 1 , 3
lamb , look , 3 , 0 , 3
lamb , arm , 3 , 1 , 3
bear , arm , 3 , 1 , 3
pie , arm , 3 , 0 , 3
pate , arm , 3 , 1 , 3
moose , look , 3 , 1 , 3
elk , look , 3 , 1 , 3
elk , arm , 3 , 0 , 3
corn , look , 3 , 0 , 3
corn , arm , 3 , 1 , 3
pork , look , 2 , 0 , 3
pork , arm , 3 , 1 , 3
poi , look , 3 , 1 , 3
poi , arm , 3 , 0 , 3
fat , arm , 3 , 0 , 3
tea , arm , 3 , 0 , 3
goat , look , 3 , 0 , 3
duck , look , 3 , 0 , 3
cocoa , look , 3 , 1 , 3
owl , look , 3 , 1 , 3
owl , arm , 3 , 0 , 3
cake , arm , 3 , 1 , 3
okra , (t)a , 3 , 0 , 3
stew , (t)a , 3 , 0 , 3
tea , (t)a , 2 , 1 , 3
kfc , (.) , 3 , 0 , 3
ham , (.) , 3 , 0 , 3
smelt , rest , 3 , 1 , 3
salt , rest , 3 , 0 , 3
veal , rest , 3 , 0 , 3
cream , rest , 3 , 1 , 3
rice , rest , 3 , 0 , 3
bread , rest , 3 , 1 , 3
emu , rest , 3 , 1 , 3
emu , (.) , 3 , 0 , 3
wheat , rest , 3 , 1 , 3
peas , rest , 3 , 0 , 3
egg , rest , 3 , 1 , 3
egg , (.) , 3 , 0 , 3
miso , rest , 3 , 0 , 3
yam , (.) , 3 , 0 , 3
dip , (.) , 3 , 0 , 3
seal , rest , 3 , 0 , 3
oil , (.) , 3 , 0 , 3
teff , rest , 3 , 0 , 3
fish , rest , 3 , 0 , 3
spelt , rest , 3 , 1 , 3
beets , rest , 3 , 1 , 3
bear , rest , 3 , 0 , 3
pie , (.) , 3 , 0 , 3
kraft , rest , 3 , 1 , 3
mush , rest , 3 , 0 , 3
beef , rest , 3 , 0 , 3
elk , rest , 3 , 1 , 3
elk , (.) , 3 , 0 , 3
poi , (.) , 3 , 0 , 3
cress , rest , 2 , 1 , 3
fat , rest , 3 , 1 , 3
fat , (.) , 3 , 0 , 3
tea , rest , 3 , 1 , 3
tea , (.) , 3 , 0 , 3
goat , rest , 3 , 0 , 3
pasta , rest , 3 , 1 , 3
owl , (.) , 3 , 0 , 3
chili , *chi: , 3 , 0 , 3
schar , *chi: , 3 , 0 , 3
schiff , *chi: , 3 , 1 , 3
millet , milk , 3 , 2 , 3
kfc , [<] , 3 , 0 , 3
oats , that's , 3 , 2 , 3
chili , milk , 3 , 1 , 3
ham , [<] , 3 , 0 , 3
smelt , milk , 3 , 1 , 3
salt , milk , 3 , 0 , 3
